,School Year,Location Name,Location Code,Borough,Geographical District Code,Register,Building Name,# Schools,NYPD Site Code,NYPD Site Name,Schools in Building,Major N,Oth N,NoCrim N
106,2016 - 17,5601 16 AVENUE CONSOLIDATED LOCATION,K180,K,20,1160.0,5601 16 AVENUE CONSOLIDATED LOCATION,2,101.0,PS 178K,The SEEALL Academy |  P.S. K231 |  5601 16 AVENUE CONSOLIDATED LOCATION,,,
107,2016 - 17,231-249 EAST 56 STREET CONSOLIDATED LOCATION,M488,M,2,641.0,,1,1063.0,JULIA RICHMAN ED. COMPLEX,Jacqueline Kennedy Onassis High School,0.0,7.0,12.0
108,2016 - 17,P.S. 116 Elizabeth L Farrell,K116,K,32,455.0,,1,224.0,PS 115K,P.S. 116 Elizabeth L Farrell,1.0,1.0,1.0
109,2016 - 17,Performing Arts and Technology High School,K507,K,19,284.0,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,5,1458.0,Spring Creek Community School,Thomas Jefferson Yabc |  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,,
110,2016 - 17,319 EAST 19 STREET CONSOLIDATED LOCATION,M040,M,2,390.0,319 EAST 19 STREET CONSOLIDATED LOCATION,2,578.0,PS 030M,P.S. 040 Augustus Saint-Gaudens |  M.S. 255 Salk School of Science |  319 EAST 19 STREET CONSOLIDATED LOCATION,,,
111,2016 - 17,Ralph A. Fabrizio School,K170,K,20,1600.0,,1,1066.0,PS 167K,P.S. 169 Sunset Park,0.0,1.0,0.0
112,2016 - 17,P.S. 111 Adolph S. Ochs,M111,M,2,383.0,,1,594.0,PS 101M,P.S. 110 Florence Nightingale,1.0,0.0,0.0
113,2016 - 17,John Dewey High School,K540,K,21,1029.0,,1,318.0,SOUTH SHORE HS,Leon M. Goldstein High School for the Sciences,0.0,0.0,0.0
114,2016 - 17,Mosaic Preparatory Academy,M375,M,4,1449.0,410 EAST 100 STREET CONSOLIDATED LOCATION,3,591.0,PS 092M,M.S. 224 Manhattan East School for Arts & Academic |Success Academy Charter School - Harlem 3 |Renaissance Charter High School for Innovation |410 EAST 100 STREET CONSOLIDATED LOCATION,0.0,2.0,4.0
115,2016 - 17,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL(MN),M518,M,4,214.0,1573 MADISON AVENUE CONSOLIDATED LOCATION,4,575.0,PS 009M,Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION,,,
116,2016 - 17,P.S. 145 Andrew Jackson,K145,K,32,667.0,610 HENRY STREET CONSOLIDATED LOCATION,2,234.0,PS 139K,P.S. 146 |  Brooklyn Secondary School for Collaborative Studie |  610 HENRY STREET CONSOLIDATED LOCATION,,,
117,2016 - 17,P.S. 015 Patrick F. Daly,K015,K,15,447.0,,1,201.0,PS 015K,P.S. 015 Patrick F. Daly,0.0,0.0,0.0
118,2016 - 17,76 RIVERDALE AVENUE CONSOLIDATED LOCATION,K183,K,23,782.0,,1,247.0,PS 180K,P.S. 181 Brooklyn,0.0,1.0,1.0
119,2016 - 17,Hudson High School of Learning Technologies,M437,M,2,432.0,351 WEST  18 STREET CONSOLIDATED LOCATION,6,,,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",,,
120,2016 - 17,A. Philip Randolph Campus High School,M540,M,6,431.0,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,670.0,MURRY BERGTRAUM HS,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",,,
121,2016 - 17,M.S. 584,K584,K,16,281.0,130 ROCHESTER AVENUE CONSOLIDATED LOCATION,2,154.0,IS 030K,P.S. 335 Granville T. Woods |  M.S. 584 |  130 ROCHESTER AVENUE CONSOLIDATED LOCATION,,,
122,2016 - 17,P.S. 132 Juan Pablo Duarte,M132,M,6,280.0,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,2,695.0,PS 130M,M.S. 131 |  Pace High School |  EMMA LAZARUS HIGH SCHOOL |  100 HESTER STREET CONSOLIDATED LOCATION,,,
123,2016 - 17,P.S. 191 Amsterdam,M191,M,3,445.0,,2,622.0,PS 178M,P.S. 188 The Island School l Girls Prep Charter School | 442 East Houston Street,0.0,1.0,5.0
124,2016 - 17,Liberty Avenue Middle School,K662,K,19,381.0,350 LINWOOD STREET CONSOLIDATED LOCATION,3,121.0,PS 298K,Vista Academy |  Liberty Avenue Middle School | ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL| 350 LINWOOD STREET CONSOLIDATED LOCATION,,,
125,2016 - 17,IS 364 ANNEX(BN),K364,K,19,284.0,,1,233.0,PS 134K,Bushwick Leaders High School for Academic Excellence ,0.0,3.0,12.0
126,2016 - 17,The Global Learning Collaborative,M403,M,3,460.0,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,709.0,WASHINGTON IRVING HS,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,,,
127,2016 - 17,I.S. 068 Isaac Bildersee,K068,K,18,393.0,,1,75.0,PS 067K,I.S. 068 Isaac Bildersee,1.0,1.0,2.0
128,2016 - 17,I.S. 096 Seth Low,K096,K,21,723.0,99 AVENUE P CONSOLIDATED LOCATION ,2,304.0,PS/IS 095K,IS 096 Seth Low|  Success Academy Charter School| 99 AVENUE P CONSOLIDTED LOCATION,,,
129,2016 - 17,P.S. 244 Richard R. Green,K244,K,18,252.0,,1,310.0,PS/IS 238K,P.S. 243K- The Weeksville School,1.0,3.0,1.0
130,2016 - 17,George Washington Yabc,M457,M,6,406.0,40 IRVING PLACE CONSOLIDATED LOCATION,7,706.0,SEWARD PARK HS,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION,,,
131,2016 - 17,Urban Assembly Institute of Math and Science for Y,K527,K,13,460.0,283 ADAMS STREET CONSOLIDATED LOCATION,2,126.0,PS 309K,The Urban Assembly School for Law and Justice |  Urban Assembly Institute of Math and Science for Y |  283 ADAMS STREET CONSOLIDATED LOCATION,,,
132,2016 - 17,P.S. 123 Suydam,K123,K,32,350.0,,1,87.0,PS 120K,P.S. 121 Nelson A. Rockefeller,0.0,0.0,0.0
133,2016 - 17,KIPP AMP CHARTER SCHOOL(BN) ,K357,K,17,223.0,1224 PARK PLACE CONSOLIDATED LOCATION,2,134.0,PS 380K,The School of Integrated Learning|KIPP AMP Charter School|1224 PARK PLACE CONSOLIDATED LOCATION,,,
134,2016 - 17,Brooklyn School for Music & Theatre,K548,K,17,386.0,883 CLASSON AVENUE CONSOLIDATED LOCATION,4,140.0,THOMAS JEFFERSON HS,International High School at Prospect Heights |  The High School for Global Citizenship |  Brooklyn Academy of Science and the Environment |  Brooklyn School for Music & Theatre |  883 CLASSON AVENUE CONSOLIDATED LOCATION,,,
135,2016 - 17,New American Academy Charter School,K736 ,K,18,332.0,5800 TILDEN AVENUE CONSOLIDATED LOCATION,4,185.0,LAFAYETTE HS,It Takes a Village Academy |  Kurt Hahn Expeditionary Learning School |  Cultural Academy for the Arts and Sciences | New American Academy Charter School |  5800 TILDEN AVENUE CONSOLIDATED LOCATION,,,
136,2016 - 17,International High School at Union Square,M438,M,2,452.0,40 IRVING PLACE CONSOLIDATED LOCATION,7,706.0,SEWARD PARK HS,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION,,,
137,2016 - 17,The Maurice Sendak Community School,K118,K,15,303.0,,1,7.0,BROOKLYN HS OF THE ARTS,P.S. 245,0.0,1.0,3.0
138,2016 - 17,Brooklyn High School of the Arts,K656,K,15,522.0,345 DEAN STREET CONSOLIDATED LOCATION,2,1226.0,Academy for Health Careers(Dist.13 Office),The Math & Science Exploratory School |  Brooklyn High School of the Arts |  345 DEAN STREET CONSOLIDATED LOCATION,,,
139,2016 - 17,I.S. 303 Herbert S. Eisenberg,K303,K,21,777.0,350 LINWOOD STREET CONSOLIDATED LOCATION,3,121.0,PS 298K,Vista Academy |  Liberty Avenue Middle School | ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL| 350 LINWOOD STREET CONSOLIDATED LOCATION,,,
140,2016 - 17,P.S. 194 Raoul Wallenberg,K194,K,22,803.0,,1,103.0,PS 190K,P.S. 193 Gil Hodges,1.0,0.0,0.0
141,2016 - 17,P.S./I.S. 104 The Fort Hamilton School,K104,K,20,1278.0,,1,219.0,PS 102K,P.S./I.S. 104 The Fort Hamilton School,0.0,0.0,4.0
142,2016 - 17,49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION,K805,K,13,361.0,49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION,3,232.0,PS 133K,"Urban Assembly High School of Music and Art |  Science Skills Center High School for Science, Tec |  Brooklyn International High School |  49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION",,,
143,2016 - 17,P.S. 023 Carter G. Woodson,K023,K,14,321.0,545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,2,59.0,PS 022K,P.S. 023 Carter G. Woodson |Brooklyn Charter School |545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,,,
144,2016 - 17,P.S. 054 Samuel C. Barnes,K054,K,13,242.0,,1,208.0,PS 052K,P.S. 054 Samuel C. Barnes,0.0,0.0,1.0
145,2016 - 17,P.S. 149 Sojourner Truth,M149,M,3,182.0,508 EAST 120 STREET CONSOLIDATED LOCATION,2,632.0,PS 198M,River East Elementary |  P.S. 206 Jose Celso Barbosa |  508 EAST 120 STREET CONSOLIDATED LOCATION,,,
146,2016 - 17,Central Park East I,M497,M,4,312.0,1573 MADISON AVENUE CONSOLIDATED LOCATION,4,575.0,PS 009M,Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION,,,
147,2016 - 17,P.S. 195 Manhattan Beach,K195,K,22,519.0,,1,103.0,PS 190K,P.S. 194 Raoul Wallenberg,0.0,0.0,3.0
148,2016 - 17,I.S. 285 Meyer Levin,K285,K,18,476.0,,1,180.0,JHS 278K,P.S. 284 Lew Wallace,1.0,0.0,1.0
149,2016 - 17,George Westinghouse Career and Technical Education,K605,K,13,1291.0,,1,47.0,PACIFIC HS,Sunset Park High School,0.0,2.0,5.0
150,2016 - 17,P.S./I.S. 045 Horace E. Greene,K045,K,32,726.0,,1,68.0,PS 044K,P.S./I.S. 045 Horace E. Greene,0.0,1.0,0.0
151,2016 - 17,85 WATKINS STREET CONSOLIDATED LOCATION,K298,K,23,88.0,85 WATKINS STREET CONSOLIDATED LOCATION,2,182.0,JHS 293K,P.S. 298 Dr. Betty Shabazz |  Brownsville Collaborative Middle School |  85 WATKINS STREET CONSOLIDATED LOCATION,,,
152,2016 - 17,P.S. 034 Franklin D. Roosevelt,M034,M,1,622.0,,1,577.0,PS 028M,P.S. 033 Chelsea Prep,0.0,1.0,1.0
153,2016 - 17,Brownsville Collaborative Middle School,K363,K,23,218.0,85 WATKINS STREET CONSOLIDATED LOCATION,2,182.0,JHS 293K,P.S. 298 Dr. Betty Shabazz |  Brownsville Collaborative Middle School |  85 WATKINS STREET CONSOLIDATED LOCATION,,,
154,2016 - 17,P.S. 058 The Carroll,K058,K,15,995.0,,1,41.0,MS 057K,P.S. 058 The Carroll,0.0,0.0,0.0
155,2016 - 17,P.S. 048 P.O. Michael J. Buczek,M048,M,6,374.0,223 EAST 23 STREET CONSOLIDATED LOCATION,2,550.0,JHS 044M,47 The American Sign Language and English Secondar |  The 47 American Sign Language & English Lower Scho |  223 EAST 23 STREET CONSOLIDATED LOCATION,2.0,0.0,1.0
156,2016 - 17,Manhattan Center for Science and Mathematics,M435,M,4,208.0,,1,677.0,PS 003M,Sixth Avenue Elementary School,0.0,1.0,1.0
157,2016 - 17,HARLEM VILLAGE ACADEMY CHARTER SCHOOL,M709,M,5,246.0,500 WEST 138 STREET CONSOLIDATED LOCATION,3,626.0,PS 187M,P.S. 192 Jacob H. Schiff| Hamilton Grange Middle School| P.S. 325| 500 WEST 138 STREET CONSOLIDATED LOCATION,,,
158,2016 - 17,Talent Unlimited High School,M519,M,2,311.0,317 EAST  67 STREET CONSOLIDATED LOCATION,5,1367.0,Hamilton Heights School,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,,,
159,2016 - 17,P.S. 153 Homecrest,K153,K,21,657.0,2310 GLENWOOD ROAD CONSOLIDATED LOCATION,2,95.0,PS 151K,School of Science & Technology |  P.S. K315 |  2310 GLENWOOD ROAD CONSOLIDATED LOCATION,,,
160,2016 - 17,Northside Charter High School,K693,K,14,323.0,424 LEONARD STREET CONSOLIDATED LOCATION,3,227.0,PS 124K,John Ericsson Middle School 126| Citizens of the World Charter School 1 Williamsbur| Northside Charter High School| 424 LEONARD STREET CONSOLIDATED LOCATION,,,
161,2016 - 17,4200 16 AVENUE CONSOLIDATED LOCATION,K223,K,20,1004.0,4200 16 AVENUE CONSOLIDATED LOCATION,2,267.0,PS 219K MAIN,J.H.S. 223 The Montauk |  Urban Assembly School for Criminal Justice |  4200 16 AVENUE CONSOLIDATED LOCATION,,,
162,2016 - 17,P.S. 205 Clarion,K205,K,20,1195.0,,1,257.0,PS 200K,P.S. 204 Vince Lombardi,0.0,0.0,1.0
163,2016 - 17,M.S. 51 William Alexander,K051,K,15,1125.0,,1,30.0,JHS 050K,M.S. 51 William Alexander,2.0,3.0,1.0
164,2016 - 17,1137 HERKIMER STREET CONSOLIDATED LOCATION,K271,K,23,418.0,241 EMERSON PLACE CONSOLIDATED LOCATION,2,1433.0,PS 264 Bay Ridge Elementary School for the Arts,P.S. 270 Johann DeKalb | Community Partnership Charter School | 241 EMERSON PLACE CONSOLIDATED LOCATION,,,
165,2016 - 17,Academy for Young Writers,K404,K,19,1384.0,999 JAMAICA AVENUE CONSOLIDATED LOCATION,5,315.0,SAMUEL J. TILDEN HS,Multicultural High School |Academy of Innovative Technology |Brooklyn Lab School |Cypress Hills Collegiate Preparatory School |The Urban Assembly School for Collaborative Health |999 JAMAICA AVENUE CONSOLIDATED LOCATION,4.0,7.0,32.0
166,2016 - 17,Pace High School,M298,M,2,457.0,100 HESTER STREET CONSOLIDATED LOCATION,3,1275.0,P.S.128 MINISCHOOL,M.S. 131 |  Pace High School |  EMMA LAZARUS HIGH SCHOOL |  100 HESTER STREET CONSOLIDATED LOCATION,,,
167,2016 - 17,P.S. 377 Alejandrina B. De Gautier,K377,K,32,555.0,,1,132.0,PS 369K,P.S. 376,0.0,0.0,2.0
168,2016 - 17,Thomas Jefferson Yabc,K431,K,19,5682.0,,1,13.0,FRANKLIN K. LANE HS,Brooklyn Technical High School,3.0,5.0,6.0
169,2016 - 17,Liberty High School Academy for Newcomers,M550,M,2,397.0,350 GRAND STREET CONSOLIDATED LOCATION,5,654.0,HS FOR HUMANITIES,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",,,
170,2016 - 17,P.S. 200- The James Mccune Smith School,M200,M,5,468.0,1700 3 AVENUE CONSOLIDATED LOCATION,2,1335.0,East Harlem Village Academy Charter School,P.S. 77 Lower Lab School |  P.S. 198 Isador E. Ida Straus |  1700 3 AVENUE CONSOLIDATED LOCATION,,,
171,2016 - 17,P.S. 257 John F. Hylan,K257,K,14,267.0,,1,179.0,JHS 252K,P.S. 256 Benjamin Banneker,0.0,1.0,0.0
172,2016 - 17,750 CLASSON AVENUE CONSOLIDATED LOCATION,K316,K,17,164.0,750 CLASSON AVENUE CONSOLIDATED LOCATION,2,1383.0,The Urban Assembly of Math & Science for Young Women,P.S. 316 Elijah Stroud |  Elijah Stroud Middle School |  750 CLASSON AVENUE CONSOLIDATED LOCATION,,,
173,2016 - 17,1420 East 68 Street CONSOLIDATED LOCATION,K078,K,22,934.0,1420 East 68 Street CONSOLIDATED LOCATION,2,78.0,PS 075K,J.H.S. 078 Roy H. Mann |SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH(BS)  | CONSOLIDATED LOCATION,0.0,0.0,1.0
174,2016 - 17,610 HENRY STREET CONSOLIDATED LOCATION,K142,K,15,666.0,610 HENRY STREET CONSOLIDATED LOCATION,2,234.0,PS 139K,P.S. 146 |  Brooklyn Secondary School for Collaborative Studie |  610 HENRY STREET CONSOLIDATED LOCATION,,,
175,2016 - 17,Urban Assembly School for Criminal Justice,K609,K,20,1562.0,4200 16 AVENUE CONSOLIDATED LOCATION,2,267.0,PS 219K MAIN,J.H.S. 223 The Montauk |  Urban Assembly School for Criminal Justice |  4200 16 AVENUE CONSOLIDATED LOCATION,0.0,0.0,3.0
176,2016 - 17,1025 EASTERN PARKWAY CONSOLIDATED LOCATION,K167,K,17,346.0,800 VAN SICLEN AVE CONSOLIDATED LOCATION,3,22.0,IS 166K,Van Siclen Community Middle School | Achivement First Brooklyn Academy Charter School |UFT Charter School |800 VAN SICLEN AVE CONSOLIDATED LOCATION,,,
177,2016 - 17,"James Baldwin School, The: A School for Expedition",M313,M,2,1604.0,260 PLEASANT AVENUE CONSOLIDATED LOCATION,2,677.0,PS 003M,Manhattan Center for Science and Mathematics |  Isaac Newton Middle School for Math & Science |  260 PLEASANT AVENUE CONSOLIDATED LOCATION,,,
178,2016 - 17,Eagle Academy for Young Men II,K644,K,23,165.0,1137 HERKIMER STREET CONSOLIDATED LOCATION,3,287.0,PS 269K,Mott Hall IV |  Eagle Academy for Young Men II |Ocean Hill Collegiate Charter School |1137 HERKIMER STREET CONSOLIDATED LOCATION,,,
179,2016 - 17,P.S. 008 Luis Belliard,M008,M,6,509.0,160 EAST 120 STREET CONSOLIDATED LOCATION,2,676.0,PS 002M,P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION,2.0,1.0,2.0
180,2016 - 17,BATTERY PARK CITY SCHOOL,M276,M,2,401.0,,1,546.0,IS 218M,"East Side Elementary School, PS 267",0.0,0.0,0.0
181,2016 - 17,Midwood High School,K405,K,22,1902.0,2630 BENSON AVENUE CONSOLIDATED LOCATION,5,1162.0,PAL AUXILARY SERVICES,International High School at Lafayette |  High School of Sports Management |  Kingsborough Early College School |  Life Academy High School for Film and Music |  Expeditionary Learning School for Community Leader |  2630 BENSON AVENUE CONSOLIDATED LOCATION,2.0,6.0,20.0
182,2016 - 17,"Brooklyn Latin School, The",K449,K,14,724.0,223 GRAHAM AVENUE CONSOLIDATED LOCATION,3,207.0,PS 048K,"Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION",,,
183,2016 - 17,High School for Medical Professions,K633,K,18,282.0,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,3,316.0,SHEEPSHEAD BAY HS,High School for Innovation in Advertising and Medi |  High School for Medical Professions |  Urban Action Academy |  1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,,,
184,2016 - 17,The River School,M281,M,2,402.0,55 BATTERY PLACE CONSOLIDATED LOCATION,2,547.0,IS 223/PS 223 MOTT HALL,P.S. M094 |  BATTERY PARK CITY SCHOOL |  55 BATTERY PLACE CONSOLIDATED LOCATION,,,
185,2016 - 17,P.S. 036 Margaret Douglas,M036,M,5,350.0,,1,578.0,PS 030M,P.S. 034 Franklin D. Roosevelt,0.0,1.0,1.0
186,2016 - 17,The School For Future Leaders,K310,K,20,1570.0,794 MONROE STREET CONSOLIDATED LOCATION,2,124.0,PS 307K,P.S. 309 The George E. Wibecan Preparatory Academy |Excellence Girls Charter School |794 MONROE STREET CONSOLIDATED LOCATION,0.0,0.0,1.0
187,2016 - 17,"School of Math, Science, and Healthy Living",K971,K,20,246.0,,1,139.0,Brownsville Academy,PASSAGES ACADEMY AT BELMONT(BN),1.0,0.0,1.0
188,2016 - 17,265 RALPH AVENUE CONSOLIDATED LOCATION,K040,K,16,503.0,265 RALPH AVENUE CONSOLIDATED LOCATION,2,206.0,PS 039K,P.S. 040 George W. Carver |  Gotham Professional Arts Academy |  265 RALPH AVENUE CONSOLIDATED LOCATION,1.0,2.0,1.0
189,2016 - 17,Sunset Park Avenues Elementary School,K516,K,15,1327.0,51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,2,1139.0,PS 328 Phyllis Wheatley, Christopher Avenue Community School |Leadership Preparatory Ocean Hill Charter School  | 51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,0.0,1.0,0.0
190,2016 - 17,P.S. 288 The Shirley Tanyhill,K288,K,21,200.0,,1,292.0,PS 282K,P.S. 287 Bailey K. Ashford,0.0,1.0,5.0
191,2016 - 17,985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,K275,K,23,439.0,,1,25.0,IS 271K,P.S. 274 Kosciusko,0.0,0.0,1.0
192,2016 - 17,P.S. 147 Isaac Remsen,K147,K,14,619.0,,1,162.0,IS 142K,P.S. 145 Andrew Jackson,0.0,0.0,2.0
193,2016 - 17,350 GRAND STREET CONSOLIDATED LOCATION,M445,M,2,354.0,350 GRAND STREET CONSOLIDATED LOCATION,5,654.0,HS FOR HUMANITIES,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",,,
194,2016 - 17,P.S. 69 Vincent D. Grippo School,K069,K,20,855.0,,1,157.0,IS 068K,P.S. 69 Vincent D. Grippo School,0.0,0.0,0.0
195,2016 - 17,P.S. 046 Arthur Tappan,M046,M,5,1120.0,2351 1ST AVENUE CONSOLIDATED LOCATION,2,559.0,JHS 172M,Coalition School for Social Change|Harlem Village Academy Leadership Charter School|2351 1ST AVENUE CONSOLIDATED LOCATION,0.0,2.0,4.0
196,2016 - 17,Brooklyn School for Global Studies,K429,K,15,469.0,284 BALTIC STREET CONSOLIDATED LOCATION,3,26.0,IS 291K,Brooklyn School for Global Studies | Success Academy C harter School- Cobble Hill |   School for International Studies |  284 BALTIC STREET CONSOLIDATED LOCATION,,,
197,2016 - 17,3000 AVENUE X CONSOLIDATED LOCATION,K495,K,22,385.0,3000 AVENUE X CONSOLIDATED LOCATION,4,10.0,BUSHWICK HS CAMPUS,Origins High School| Professional Pathways High School| New Visions Charter High School for Advanced Math| New Visions Charter High School for the Humanities| 3000 AVENUE X CONSOLIDATED LOCATION,,,
198,2016 - 17,P.S. 376,K376,K,32,258.0,,1,1399.0,The Science & Medicine Middle School,P.S. 371 - Lillian L. Rashkis,1.0,1.0,3.0
199,2016 - 17,144-176 EAST 128 STREET CONSOLIDATED LOCATION,M030,M,5,771.0,144-176 EAST 128 STREET CONSOLIDATED LOCATION,3,661.0,JHS 025M - MARTA VALLE,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,,,
200,2016 - 17,100 WEST  77 STREET CONSOLIDATED LOCATION,M044,M,3,319.0,100 WEST  77 STREET CONSOLIDATED LOCATION,3,559.0,JHS 172M,M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION,,,
201,2016 - 17,P.S. 128 Bensonhurst,K128,K,21,523.0,,1,33.0,JHS 126K,P.S. 127 Mckinley Park,0.0,0.0,0.0
202,2016 - 17,Sunset Park Prep,K821,K,15,994.0,4004 4 AVENUE CONSOLIDATED LOCATION,2,1037.0,PS 135K,I.S. 136 Charles O. Dewey | Sunset Park Prep |  4004 4 AVENUE CONSOLIDATED LOCATION,0.0,1.0,0.0
203,2016 - 17,P.S. 204 Vince Lombardi,K204,K,20,787.0,,1,256.0,PS 199K,P.S. 203 Floyd Bennett School,0.0,0.0,1.0
204,2016 - 17,40 IRVING PLACE CONSOLIDATED LOCATION,M460,M,2,,40 IRVING PLACE CONSOLIDATED LOCATION,7,706.0,SEWARD PARK HS,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION,,,
