,School Year,Location Name,Location Code,Borough,Geographical District Code,Register,Building Name,Schools,NYPD Site Code,NYPD Site Name,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
512,2016 - 17,P.S. 159 Isaac Pitkin,K159,K,19,612.0,,1,97.0,PS 157K,P.S. 158 Warwick,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11208.0,40.675766,-73.869469,5.0,42.0,1200.0,3094735.0,3042160001.0,East New York                                                              
513,2016 - 17,P.S. 212 Lady Deborah Moody,K212,K,21,539.0,,1,309.0,PS/IS 209K,I.S. 211 John Wilson,0.0,3.0,3.0,2.0,1.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11214.0,40.587616,-73.985948,13.0,47.0,314.0,3187407.0,3069170001.0,Gravesend                                                                  
514,2016 - 17,Academy of Innovative Technology,K618,K,19,202.0,999 JAMAICA AVENUE CONSOLIDATED LOCATION,5,315.0,SAMUEL J. TILDEN HS,Multicultural High School |Academy of Innovative Technology |Brooklyn Lab School |Cypress Hills Collegiate Preparatory School |The Urban Assembly School for Collaborative Health |999 JAMAICA AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,11208.0,40.691146,-73.868328,5.0,37.0,1180.0,3090738.0,3040940001.0,park-cemetery-etc-Brooklyn                                                 
515,2016 - 17,Central Park East II,M964,M,4,1357.0,,1,558.0,JHS 164M,J.H.S. 167 Robert F. Wagner,1.0,4.0,3.0,2.0,2.0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,10029.0,40.792122,-73.951961,11.0,8.0,168.0,1051497.0,1016090007.0,East Harlem South                                                          
516,2016 - 17,P.S. 229 Dyker,K229,K,20,1383.0,,1,270.0,PS 225K,I.S. 228 David A. Boody,0.0,4.0,1.0,3.0,1.0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,11228.0,40.610963,-74.013376,11.0,43.0,170.0,3167212.0,3063910024.0,Bath Beach                                                                 
517,2016 - 17,Brooklyn Lab School,K639,K,19,408.0,999 JAMAICA AVENUE CONSOLIDATED LOCATION,5,315.0,SAMUEL J. TILDEN HS,Multicultural High School |Academy of Innovative Technology |Brooklyn Lab School |Cypress Hills Collegiate Preparatory School |The Urban Assembly School for Collaborative Health |999 JAMAICA AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11208.0,40.691146,-73.868328,5.0,37.0,1180.0,3090738.0,3040940001.0,park-cemetery-etc-Brooklyn                                                 
518,2016 - 17,The High School for Global Citizenship,K528,K,17,420.0,883 CLASSON AVENUE CONSOLIDATED LOCATION,4,140.0,THOMAS JEFFERSON HS,International High School at Prospect Heights |  The High School for Global Citizenship |  Brooklyn Academy of Science and the Environment |  Brooklyn School for Music & Theatre |  883 CLASSON AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11225.0,40.670349,-73.961695,9.0,35.0,213.0,3029686.0,3011870001.0,Crown Heights South                                                        
519,2016 - 17,P.S. 110 Florence Nightingale,M110,M,1,513.0,,1,554.0,JHS 099M,P.S. 108 Assemblyman Angelo Del Toro Educational C,0.0,3.0,5.0,1.0,1.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10002.0,40.715915,-73.979893,3.0,1.0,12.0,1004066.0,1003310140.0,Lower East Side                                                            
520,2016 - 17,J.H.S. 220 John J. Pershing,K220,K,20,536.0,,1,24.0,IS 218K,P.S. 219 Kennedy-King,0.0,0.0,4.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11220.0,40.640545,-74.000731,12.0,38.0,108.0,3012824.0,3007780023.0,Sunset Park East                                                           
521,2016 - 17,Juan Morel Campos Secondary School,K071,K,14,596.0,,1,1262.0,PS 69,Juan Morel Campos Secondary School,2.0,3.0,7.0,3.0,2.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11206.0,40.703624,-73.953146,1.0,33.0,529.0,3061064.0,3022270001.0,Williamsburg                                                               
522,2016 - 17,P.S. 207 Elizabeth G. Leary,K207,K,22,1492.0,,1,106.0,PS 202K,P.S. 206 Joseph F Lamb,0.0,0.0,2.0,0.0,0.0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,11234.0,40.613353,-73.930129,18.0,46.0,652.0,3239388.0,3084840001.0,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
523,2016 - 17,Riverdale Avenue Middle School,K668,K,23,374.0,76 RIVERDALE AVENUE CONSOLIDATED LOCATION,2,247.0,PS 180K,Riverdale Avenue Community School | Riverdale Avenue Middle School |  76 RIVERDALE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11212.0,40.660204,-73.913933,16.0,42.0,896.0,3082253.0,3035970011.0,Brownsville                                                                
524,2016 - 17,East Flatbush Community Research School,K581,K,18,900.0,905 WINTHROP STREET CONSOLIDATED LOCATION,3,166.0,IS 227K,East Flatbush Community Research School |  Arts & Media Preparatory Academy |  Middle School of Marketing and Legal Studies |  905 WINTHROP STREET CONSOLIDATED LOCATION,1.0,2.0,3.0,1.0,2.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,11203.0,40.65843,-73.929076,17.0,41.0,880.0,3099733.0,3046060025.0,Prospect Lefferts Gardens-Wingate                                          
525,2016 - 17,198 FORSYTH STREET CONSOLIDATED LOCATION,M510,M,1,492.0,,1,568.0,PARK EAST HS,Edward A. Reynolds West Side High School,1.0,4.0,1.0,3.0,1.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10002.0,40.72252,-73.990728,3.0,1.0,3601.0,1005626.0,1004220072.0,Chinatown                                                                  
526,2016 - 17,P.S. 003 The Bedford Village,K003,K,13,431.0,,1,49.0,PS 003K,P.S. 003 The Bedford Village,0.0,0.0,3.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11216.0,40.682663,-73.955338,3.0,36.0,227.0,3057406.0,3019980001.0,Clinton Hill                                                               
527,2016 - 17,"M.S. 267 Math, Science & Technology",K267,K,16,1452.0,,1,29.0,IS 318K,P.S. 321 William Penn,0.0,0.0,0.0,0.0,0.0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,11221.0,40.68832,-73.932275,3.0,36.0,293.0,3044657.0,3016360001.0,Stuyvesant Heights                                                         
528,2016 - 17,713 CATON AVENUE,K437,K,15,1336.0,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,5,1458.0,Spring Creek Community School,Thomas Jefferson Yabc |  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,0.0,8.0,57.0,3.0,4.0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,11218.0,40.64759,-73.973362,7.0,39.0,504.0,3398290.0,3053210064.0,Windsor Terrace                                                            
529,2016 - 17,883 CLASSON AVENUE CONSOLIDATED LOCATION,K440,K,17,312.0,883 CLASSON AVENUE CONSOLIDATED LOCATION,4,140.0,THOMAS JEFFERSON HS,International High School at Prospect Heights |  The High School for Global Citizenship |  Brooklyn Academy of Science and the Environment |  Brooklyn School for Music & Theatre |  883 CLASSON AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11225.0,40.670349,-73.961695,9.0,35.0,213.0,3029686.0,3011870001.0,Crown Heights South                                                        
530,2016 - 17,School for Global Leaders,M378,M,1,1745.0,,1,1061.0,MS 17M,"New Explorations into Science, Technology and Math",1.0,5.0,2.0,5.0,1.0,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,10002.0,40.720581,-73.985645,3.0,1.0,3001.0,1004323.0,1003540080.0,Chinatown                                                                  
531,2016 - 17,ACHIEVEMENT FIRST BUSHWICK Charter School,K538,K,32,915.0,1300 GREENE AVENUE CONSOLIDATED LOCATION,2,133.0,PS 376K,J.H.S. 383 Philippa Schuyler| Achievement First Bushwick Charter School| 1300 GREENE AVENUE CONSOLIDATED LOCATION,,,,,,5C,751-1000,,,,,,11237.0,40.697781,-73.919777,4.0,37.0,431.0,3075413.0,3032980001.0,Bushwick North                                                             
532,2016 - 17,Riverdale Avenue Community School,K446,K,23,489.0,76 RIVERDALE AVENUE CONSOLIDATED LOCATION,2,247.0,PS 180K,Riverdale Avenue Community School | Riverdale Avenue Middle School |  76 RIVERDALE AVENUE CONSOLIDATED LOCATION,0.0,1.0,4.0,0.0,1.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11212.0,40.660204,-73.913933,16.0,42.0,896.0,3082253.0,3035970011.0,Brownsville                                                                
533,2016 - 17,P.S. 006,K006,K,17,738.0,,1,199.0,PS 006K,P.S. 006,0.0,1.0,0.0,1.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11226.0,40.64859,-73.957138,14.0,40.0,794.0,3117230.0,3051030079.0,Erasmus                                                                    
534,2016 - 17,P.S. 197 John B. Russwurm,M197,M,5,989.0,244 WEST 144 STREET CONSOLIDATED LOCATION,2,628.0,PS 191M,P.S. 194 Countee Cullen|Harlem Village Academy Charter School|244 WEST 144 STREET CONSOLIDATED LOCATION,,,,,,5C,751-1000,,,,,,10037.0,40.813184,-73.937322,10.0,9.0,212.0,1076433.0,1017330017.0,Central Harlem North-Polo Grounds                                          
535,2016 - 17,Vista Academy,K661,K,19,304.0,,1,1032.0,PS 297K,P.S. 299 Thomas Warren Field,0.0,0.0,2.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11208.0,40.677104,-73.883433,5.0,37.0,1170.0,3088357.0,3039690001.0,East New York                                                              
536,2016 - 17,P.S. 184m Shuang Wen,M184,M,1,783.0,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,3,603.0,PS 132M,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,2.0,4.0,19.0,1.0,4.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,10002.0,40.711549,-73.986542,3.0,1.0,201.0,1003143.0,1002450007.0,Lower East Side                                                            
537,2016 - 17,New Design Middle School,M514,M,5,188.0,244 WEST 144 STREET CONSOLIDATED LOCATION,2,628.0,PS 191M,P.S. 194 Countee Cullen|Harlem Village Academy Charter School|244 WEST 144 STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,10027.0,40.819572,-73.957823,9.0,7.0,22302.0,1059942.0,1020010005.0,Manhattanville                                                             
538,2016 - 17,345 DEAN STREET CONSOLIDATED LOCATION,K655,K,15,866.0,345 DEAN STREET CONSOLIDATED LOCATION,2,1226.0,Academy for Health Careers(Dist.13 Office),The Math & Science Exploratory School |  Brooklyn High School of the Arts |  345 DEAN STREET CONSOLIDATED LOCATION,,,,,,5C,751-1000,,,,,,11217.0,40.683559,-73.98027,2.0,33.0,39.0,3001190.0,3001920013.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
539,2016 - 17,508 EAST 120 STREET CONSOLIDATED LOCATION,M206,M,4,453.0,,1,631.0,PS 197M,P.S. 200- The James Mccune Smith School,0.0,0.0,2.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10035.0,40.797467,-73.930868,11.0,8.0,192.0,1084005.0,1018160001.0,East Harlem North                                                          
540,2016 - 17,2021 BERGEN STREET CONSOLIDATED LOCATION,K055,K,23,306.0,2021 BERGEN STREET CONSOLIDATED LOCATION,2,1184.0,PS 54K,Brooklyn Collegiate: A College Board School l Achievement First Brownsville Charter School l 2021 BERGEN STREET CONSOLIDATED LOCATION,0.0,10.0,14.0,4.0,5.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11233.0,40.674103,-73.913273,16.0,41.0,36501.0,3038939.0,3014480001.0,Ocean Hill                                                                 
541,2016 - 17,I.S. 211 John Wilson,K211,K,18,515.0,188 ROCHESTER AVENUE CONSOLIDATED LOCATION,2,308.0,PS/IS 206K,M.S. K394|Explore Empower Charter School|188 ROCHESTER AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,11236.0,40.643278,-73.896212,18.0,46.0,988.0,3326732.0,3082270001.0,Canarsie                                                                   
542,2016 - 17,170 GATES AVENUE CONSOLIDATED LOCATION,K056,K,13,344.0,170 GATES AVENUE CONSOLIDATED LOCATION,2,20.0,IS 055K,P.S. 056 Lewis H. Latimer|  The Urban Assembly Unison School |  170 GATES AVENUE CONSOLIDATED LOCATION,0.0,4.0,2.0,1.0,3.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11238.0,40.68505,-73.960659,2.0,35.0,231.0,3056874.0,3019830010.0,Clinton Hill                                                               
543,2016 - 17,P.S. 133 William A. Butler,K133,K,13,653.0,750 CLASSON AVENUE CONSOLIDATED LOCATION,2,1383.0,The Urban Assembly of Math & Science for Young Women,P.S. 316 Elijah Stroud |  Elijah Stroud Middle School |  750 CLASSON AVENUE CONSOLIDATED LOCATION,1.0,0.0,0.0,0.0,1.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11217.0,40.680428,-73.980491,6.0,39.0,12901.0,3413716.0,3009400111.0,Park Slope-Gowanus                                                         
544,2016 - 17,J.H.S. 291 Roland Hayes,K291,K,32,537.0,,1,1194.0,P811K C.M.H.C.,P.S. 290 Juan Morel Campos,0.0,0.0,1.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11221.0,40.695362,-73.915142,4.0,37.0,433.0,3076460.0,3033430001.0,Bushwick North                                                             
545,2016 - 17,World Academy for Total Community Health High Scho,K510,K,19,466.0,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,5,1458.0,Spring Creek Community School,Thomas Jefferson Yabc |  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11207.0,40.667456,-73.894747,5.0,42.0,1156.0,3084440.0,3037880001.0,East New York (Pennsylvania Ave)                                           
546,2016 - 17,EXPLORE EMPOWER CHARTER SCHOOL(BN),K742,K,17,552.0,188 ROCHESTER AVENUE CONSOLIDATED LOCATION,2,308.0,PS/IS 206K,M.S. K394|Explore Empower Charter School|188 ROCHESTER AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,11213.0,40.672762,-73.927973,8.0,36.0,347.0,3036289.0,3013670022.0,Crown Heights North                                                        
547,2016 - 17,Origins High School,K611,K,22,4551.0,,1,10.0,BUSHWICK HS CAMPUS,Fort Hamilton High School,4.0,17.0,26.0,12.0,9.0,13C,4000+,0.33,6.67,7.0,3.33,2.0,11235.0,40.594124,-73.937696,15.0,48.0,626.0,3203631.0,3074250002.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
548,2016 - 17,P.S. 131 Brooklyn,K131,K,15,806.0,,1,229.0,PS 128K,P.S. 130 The Parkside,1.0,0.0,2.0,1.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,11219.0,40.641157,-73.993482,12.0,39.0,224.0,3136085.0,3056030001.0,Borough Park                                                               
549,2016 - 17,P.S. 36,K036,K,19,201.0,,1,1140.0,P004K @ P843K,P.S. 326,0.0,0.0,0.0,0.0,0.0,2C,1-250,0.24,0.71,1.71,0.51,0.32,11207.0,40.660134,-73.887023,5.0,42.0,1104.0,3097429.0,3043270024.0,East New York                                                              
550,2016 - 17,J.H.S. 014 Shell Bank,K014,K,22,534.0,2424 BATCHELDER STREET CONSOLIDATED LOCATION ,2,153.0,IS 014K,J.H.S 014 Shell Bank | PS 77 (Brooklyn) |CONDOLIDATED LOCATION,,,,,,4C,501-750,,,,,,11235.0,40.593521,-73.937672,15.0,48.0,596.0,3203617.0,3074240001.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
551,2016 - 17,P.S. 056 Lewis H. Latimer,K056,K,13,201.0,170 GATES AVENUE CONSOLIDATED LOCATION,2,20.0,IS 055K,P.S. 056 Lewis H. Latimer|  The Urban Assembly Unison School |  170 GATES AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,11238.0,40.68505,-73.960659,2.0,35.0,231.0,3056874.0,3019830010.0,Clinton Hill                                                               
552,2016 - 17,P.S. 277 Gerritsen Beach,K277,K,22,657.0,,1,37.0,JHS 275K,P.S. 276 Louis Marshall,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11229.0,40.596145,-73.928793,18.0,46.0,666.0,3242369.0,3085900650.0,park-cemetery-etc-Brooklyn                                                 
553,2016 - 17,P.S. 274 Kosciusko,K274,K,32,335.0,,1,25.0,IS 271K,P.S. 273 Wortman,1.0,0.0,2.0,0.0,1.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11221.0,40.694921,-73.927931,4.0,34.0,393.0,3073752.0,3032410037.0,Bushwick South                                                             
554,2016 - 17,Red Hook Neighborhood School,K676,K,15,186.0,27 HUNTINGTON STREET CONSOLIDATED LOCATION,2,1057.0,FREDERICK DOUGLASS ACADEMY IV,Red Hook Neighborhood School|Summit Academy Charter School|27 HUNTINGTON STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,11231.0,40.677564,-74.005166,6.0,38.0,59.0,3008342.0,3005250001.0,Carroll Gardens-Columbia Street-Red Hook                                   
555,2016 - 17,P.S./I.S. 187 Hudson Cliffs,M187,M,6,591.0,,1,1070.0,PS 275M,P.S. 180 Hugo Newman,0.0,3.0,1.0,2.0,1.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10040.0,40.856693,-73.937093,12.0,10.0,273.0,1064371.0,1021790365.0,Washington Heights North                                                   
556,2016 - 17,55 BATTERY PLACE CONSOLIDATED LOCATION,M276,M,2,613.0,,1,546.0,IS 218M,P.S./I.S. 217 Roosevelt Island,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10280.0,40.70644,-74.017818,1.0,1.0,31704.0,1087945.0,1000160040.0,Battery Park City-Lower Manhattan                                          
557,2016 - 17,150 ALBANY AVENUE CONSOLIDATED LOCATION,K625,K,17,399.0,150 ALBANY AVENUE CONSOLIDATED LOCATION,2,3.0,AUTOMOTIVE HS,Pathways in Technology Early College High School  |  Academy for Health Careers |  150 ALBANY AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11213.0,40.675612,-73.938843,8.0,36.0,311.0,3030553.0,3012160046.0,Crown Heights North                                                        
558,2016 - 17,Nelson Mandela High School,K765,K,16,265.0,1700 FULTON STREET CONSOLIDATED LOCATION,3,193.0,NEW UTRECHT HS,Boys and Girls High School |  Research and Service High School | NELSON MANDELA HIGH SCHOOL |1700 FULTON STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11213.0,40.67944,-73.932407,3.0,36.0,271.0,3047996.0,3017010001.0,Crown Heights North                                                        
559,2016 - 17,P.S. 110 The Monitor,K110,K,14,505.0,,1,84.0,PS 108K,P.S. 110 The Monitor,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11222.0,40.723897,-73.942312,1.0,33.0,591.0,3067144.0,3026880042.0,Greenpoint                                                                 
560,2016 - 17,West Prep Academy,M421,M,3,370.0,150 WEST 105 STREET CONSOLIDATED LOCATION,2,557.0,JHS 143M,"P.S. 145, The Bloomingdale School |  West Prep Academy |  150 WEST 105 STREET CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,10025.0,40.799178,-73.964842,7.0,7.0,189.0,1076625.0,1018590001.0,Upper West Side                                                            
561,2016 - 17,Secondary School for Journalism,K463,K,15,421.0,237 7 AVENUE CONSOLIDATED LOCATION,4,138.0,STREET ACADEMY,Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  Millennium Brooklyn HS | 237 7 AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11215.0,40.669629,-73.979287,6.0,39.0,155.0,3025510.0,3010820001.0,Park Slope-Gowanus                                                         
562,2016 - 17,P.S. 031 Samuel F. Dupont,K031,K,14,593.0,,1,204.0,PS 029K,P.S. 031 Samuel F. Dupont,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11222.0,40.726587,-73.95427,1.0,33.0,561.0,3065299.0,3025950001.0,Greenpoint                                                                 
563,2016 - 17,P.S. 371 - Lillian L. Rashkis,K371,K,15,242.0,3000 WEST 1 STREET CONSOLIDATED LOCATION,1,1094.0,PS 156K,P.S. 370 | 3000 WEST 1 STREET CONSOLIDATED LOCATION,0.0,0.0,0.0,0.0,0.0,2C,1-250,0.24,0.71,1.71,0.51,0.32,,,,,,,,,
